950822	108.250	105.625	107.625	5514.3	593.4765
950823	108.500	106.500	106.625	3239.0	345.3584
950825	105.375	103.750	103.875	2782.2	289.0010
950828	103.875	101.375	101.625	4108.3	417.5060
950829	102.625	98.625	102.375	6146.0	629.1967
950830	103.500	101.125	101.625	3249.6	330.2406
950901	104.500	102.375	102.750	1804.9	185.4535
950904	104.500	102.375	102.750	1818.9	186.8920
950905	103.000	100.125	101.125	6111.8	618.0558
950906	102.625	100.625	100.750	4191.5	422.2936
950907	101.250	99.000	99.500	4031.9	401.1740
950908	100.000	98.125	98.875	5355.2	529.4954
950911	98.375	95.875	96.375	6065.5	584.5626
950912	98.500	95.125	97.500	7734.8	754.1430
950913	98.750	92.375	94.625	13819.9	1307.7080
950915	92.750	91.625	92.375	6224.9	575.0251
950918	94.250	92.375	94.125	4453.7	419.2045
950920	98.125	95.625	95.750	2955.9	283.0274
950921	96.500	93.875	94.250	2866.9	270.2053
